鄉鎮市區,交易標的,土地區段位置／建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,單價(元／平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
東區,建物,中華路三段1～30號,0,,,,10206,建物1,十層,14,套房,住家用,鋼筋混凝土造,8904,1房,1廳,1衛,有隔間,有管理組織,8500,838,,0,0,無
北區,建物,境福街61～90號,0,,,,10206,建物1,七層,7,套房,見其他登記事項,鋼筋混凝土造,9606,1房,1廳,1衛,有隔間,有管理組織,9000,1125,,0,0,無
東區,建物,關新路181～210號,0,,,,10207,建物1,十層,24,住宅大樓,見其他登記事項,鋼筋混凝土造,10011,3房,2廳,2衛,有隔間,有管理組織,42222,1092,,0,0,無
北區,地+建,武陵路179巷1～30號,16.43,住16.43,,,10207,土地2建物1,十四層,21,住宅大樓,見其他登記事項,鋼筋混凝土造,8905,3房,2廳,2衛,有隔間,有管理組織,25556,744,,0,0,無
東區,建物,花園街91～120號,0,,,,10207,建物1,十二層,12,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,8812,3房,2廳,2衛,有隔間,有管理組織,14000,564,,0,0,無
東區,建物,建新路110巷12弄1～30號,0,,,,10207,建物1,二層,4,公寓,住家用,加強磚造,6701,2房,2廳,1衛,有隔間,無管理組織,10000,577,,0,0,無
北區,建物,武陵路245巷1～30號,0,,,,10207,建物1,一層,7,華廈,住家用,鋼筋混凝土造,8604,2房,2廳,1衛,有隔間,有管理組織,10000,342,,0,0,無
東區,建物,光復路一段41巷1～30號,0,,,,10207,建物1,五層,7,套房,見其他登記事項,鋼筋混凝土造,9605,1房,,1衛,有隔間,有管理組織,12000,1722,,0,0,無
東區,建物,民權路181～210號,0,,,,10208,建物1,三層,3,透天厝,見其他登記事項,見其他登記事項,9711,,,,無隔間,無管理組織,10000,1574,,0,0,無
東區,地+建+車,鐵道路一段1～30號,20.57,它20.57,,,10208,土地1建物1車位1,一層,14,店面,共同使用部份，見其他登記事項,鋼筋混凝土造,10007,,,,無隔間,有管理組織,25300,592,坡道平面,33.91,0,無
北區,建物,金竹路121～150號,0,,,,10207,建物1車位1,六層,8,華廈,住家用,鋼筋混凝土造,8710,3房,2廳,2衛,有隔間,有管理組織,12500,528,坡道機械,0,0,無
北區,建物,武陵路245巷10弄1～30號,0,,,,10207,建物1,四層,5,公寓,住家用,鋼筋混凝土造,7708,3房,2廳,1衛,有隔間,無管理組織,10000,400,,0,0,無
北區,建物,水田街211～240號,0,,,,10207,建物1,五層,7,套房,住家用,鋼筋混凝土造,,1房,1廳,1衛,有隔間,無管理組織,8000,642,,0,0,無
北區,建物,西大路721～750號,0,,,,10207,建物1,二層,8,華廈,住家用,鋼筋混凝土造,,3房,2廳,2衛,有隔間,有管理組織,11000,388,,0,0,無
北區,土地,西濱段481～510地號,1015.89,住1015.89,,,10207,土地1,NULL,,,,,,,,,有隔間,無管理組織,46097,150,,0,0,102.9.19~105.9.19租金為每坪150元46097元/月 105.9.19~108.9.19租金為每坪160元49170元/月 108.9.19~110.9.19租金為每坪170元52243元/月 110.9.19~111.9.19租金為每坪180元55316元/月
東區,建物,光復路一段41巷1～30號,0,,,,10208,建物1,五層,7,套房,見其他登記事項,鋼筋混凝土造,9605,1房,,1衛,有隔間,有管理組織,11000,1601,,0,0,無
北區,建物,東大路二段173巷13弄1～30號,0,,,,10208,建物1,二層,5,公寓,住家用,鋼筋混凝土造,,3房,2廳,2衛,有隔間,無管理組織,12000,435,,0,0,無
東區,建物,民生路271～300號,0,,,,10208,建物1,七層,12,住宅大樓,住家用,鋼筋混凝土造,8301,2房,2廳,1衛,有隔間,無管理組織,9000,471,,0,0,無
北區,建物,北區中正路223巷1～30號,0,,,,10208,建物1車位1,六層,12,住宅大樓,見其他登記事項,鋼筋混凝土造,9502,4房,2廳,2衛,有隔間,有管理組織,35000,683,坡道機械,0,0,無
東區,建物,東區民族路241～270號,156,住156,,,10208,建物1,見其他登記事項,3,透天厝,住家用,加強磚造,,,,,無隔間,無管理組織,30000,353,,0,0,無
東區,建物,關新路1～30號,0,,,,10208,建物1,十四層,18,辦公商業大樓,見其他登記事項,鋼筋混凝土造,9709,,,,無隔間,有管理組織,60000,1027,,0,0,無
東區,建物,忠孝路421～450號,0,,,,10208,建物1,三層,12,辦公商業大樓,,鋼筋混凝土造,8612,3房,1廳,2衛,有隔間,無管理組織,19500,597,,0,0,無
北區,建物,林森路158巷1～30號,0,,,,10208,建物1,見其他登記事項,4,公寓,住家用,鋼筋混凝土造,7002,8房,2廳,3衛,有隔間,無管理組織,20000,413,,0,0,無
東區,建物,埔頂一路451～480號,24.53,住24.53,,,10208,建物1車位2,十五層,15,住宅大樓,見其他登記事項,鋼筋混凝土造,10010,3房,2廳,2衛,有隔間,有管理組織,26000,1053,坡道平面|升降機械,0,0,無
東區,建物,東區金城一路61～90號,0,,,,10208,建物1車位1,十三層,14,住宅大樓,見其他登記事項，共同使用部份,見其他登記事項,10007,3房,2廳,2衛,有隔間,有管理組織,20000,346,地下室平面,0,0,無
北區,建物,湳雅街331～360號,0,,,,10208,建物1車位1,二層,8,華廈,住家用，共同使用部份,鋼筋混凝土造,8707,4房,2廳,2衛,有隔間,有管理組織,20000,463,一樓,0,0,含管理費
東區,建物,世界街60巷1～30號,0,,,,10207,建物1,二層,4,公寓,住家用,鋼筋混凝土造,7302,1房,1廳,1衛,有隔間,無管理組織,8500,377,,0,0,無
東區,建物,中正路96巷1～30號,0,,,,10207,建物1,二層,10,套房,,鋼筋混凝土造,9712,1房,1廳,1衛,有隔間,有管理組織,16000,2186,,0,0,無
東區,建物,明湖路751～780號,0,,,,10207,建物1,二層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,12000,1280,,0,0,無
東區,建物,明湖路721～750號,0,,,,10207,建物1,地下二層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,9000,960,,0,0,無
北區,建物,中山路151～180號,0,,,,10207,建物1,二層,9,套房,商業用,鋼筋混凝土造,,1房,1廳,1衛,有隔間,有管理組織,8000,305,,0,0,無
北區,建物,興南街1～30號,0,,,,10207,建物1,二層,5,公寓,住家用,鋼筋混凝土造,7509,3房,2廳,1衛,有隔間,無管理組織,13000,491,,0,0,無
香山區,建物,中華路四段691～720號,0,,,,10207,建物1,五層,6,套房,見其他登記事項,鋼筋混凝土造,9606,1房,1廳,1衛,有隔間,有管理組織,5800,1052,,0,0,無
東區,建物,明湖路751～780號,0,,,,10207,建物1,二層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,10000,1067,,0,0,無
東區,地+建,光復路一段361～390號,59.74,它59.74,,,10207,土地1建物1,見其他登記事項,4,店面,見其他登記事項,鋼筋混凝土造,9806,4房,2廳,3衛,有隔間,有管理組織,69000,736,,0,0,主要用途:店舖.停車空間.飲食店.策略性產業辦公室
北區,建物,光華東街1～30號,13.47,住13.47,,,10207,建物1車位1,八層,13,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8610,3房,2廳,2衛,有隔間,有管理組織,25000,616,坡道平面,0,0,無
東區,建物,長春街62巷1～30號,25.46,它25.46,,,10208,建物1車位1,三層,13,住宅大樓,見其他登記事項,鋼筋混凝土造,9510,3房,2廳,2衛,有隔間,有管理組織,32685,724,坡道機械,0,0,價金含10%租賃所得稅與管理費(2685)
東區,建物,明湖路751～780號,0,,,,10207,建物1,二層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,12000,1280,,0,0,無
北區,建物,和平路86巷1～30號,0,,,,10208,建物1,一層,8,店面,住商用，共同使用部份,鋼筋混凝土造,8210,1房,1廳,1衛,有隔間,有管理組織,21000,743,,0,0,無
東區,建物,中央路151～180號,0,,,,10208,建物1,五層,29,住宅大樓,見其他登記事項,鋼筋混凝土造,9611,2房,2廳,2衛,有隔間,有管理組織,32222,642,,0,0,租金含稅價 含二代健保費
東區,建物,明湖路400巷51弄1～30號,0,,,,10208,建物1,三層,6,華廈,住家用，共同使用部份,鋼筋混凝土造,8510,3房,2廳,2衛,有隔間,無管理組織,14000,356,,0,0,無
東區,建物,埔頂路121～150號,0,,,,10208,建物1,一層,8,華廈,商業用，共同使用部份,鋼筋混凝土造,8412,,,,無隔間,有管理組織,20000,573,,0,0,無
北區,地+建,中正路301～330號,196,住196,,,10208,土地1建物1,見其他登記事項,3,店面,住家用,加強磚造,,,3廳,3衛,有隔間,無管理組織,80000,1988,,0,0,無
東區,建物,建新路110巷12弄1～30號,0,,,,10208,建物1,二層,4,公寓,國民住宅,加強磚造,,3房,2廳,1衛,有隔間,無管理組織,11000,483,,0,0,無
北區,建物,西大路582巷15弄1～30號,0,,,,10208,建物1,五層,6,套房,住家用,鋼筋混凝土造,8511,1房,,1衛,有隔間,有管理組織,7000,1267,,0,0,無
北區,建物,和平路219巷1～30號,0,,鄉村區,,10208,建物1,三層,5,公寓,住家用,鋼筋混凝土造,8406,2房,2廳,1衛,有隔間,無管理組織,10000,489,,0,0,無
東區,建物,民族路178巷1～30號,0,,,,10208,建物1,一層,5,華廈,住家用,鋼筋混凝土造,8701,,,,無隔間,無管理組織,15000,321,,0,0,無
北區,建物,中山路40巷31～60號,0,,,,10208,建物1,見其他登記事項,3,透天厝,住家用,加強磚造,,5房,2廳,4衛,有隔間,有管理組織,16000,453,,0,0,無
東區,建物,田美三街5巷31～60號,0,,,,10208,建物1,五層,5,公寓,住商用,鋼筋混凝土造,7909,3房,2廳,2衛,有隔間,無管理組織,14500,466,,0,0,無
北區,建物,東大路三段77巷31～60號,0,,鄉村區,,10208,建物1,一層,1,廠辦,工業用,,6511,,,,無隔間,無管理組織,50000,245,,0,0,無
東區,建物,振興路102巷1～30號,0,,,,10208,建物1,二層,5,公寓,住家用，共同使用部份,鋼筋混凝土造,8012,3房,2廳,2衛,有隔間,無管理組織,11000,449,,0,0,無
北區,建物,林森路301～330號,0,,,,10208,建物1,六層,7,華廈,住家用,鋼筋混凝土造,9011,3房,2廳,2衛,有隔間,無管理組織,11000,398,,0,0,無
東區,建物,食品路451～480號,0,,,,10208,建物1,五層,5,公寓,住商用,鋼筋混凝土造,8207,2房,2廳,1衛,有隔間,無管理組織,12000,608,,0,0,無
東區,建物,東光路42巷1～30號,0,,,,10208,建物1,五層,5,公寓,住家用,鋼筋混凝土造,7510,4房,2廳,3衛,有隔間,有管理組織,14000,414,,0,0,無
香山區,建物,牛埔東路271～300號,0,,,,10209,建物1,見其他登記事項,3,店面,見使用執照,鋼筋混凝土造,7903,,,,無隔間,無管理組織,40000,388,,0,0,無
北區,地+建,北區東大路二段172巷1弄1～30號,13.79,住13.79,,,10209,土地1建物1,二層,10,華廈,國民住宅,鋼筋混凝土造,8706,3房,2廳,2衛,有隔間,有管理組織,12000,491,,0,0,無
北區,建物,光華街95巷1～30號,0,,,,10209,建物1,三層,7,套房,住家用,鋼筋混凝土造,,1房,1廳,1衛,有隔間,有管理組織,8500,585,,0,0,無
北區,建物,中正路485巷1～30號,0,,,,10209,建物1,三層,6,華廈,住家用,鋼筋混凝土造,8204,3房,2廳,2衛,有隔間,無管理組織,12000,524,,0,0,無
北區,地+建,湳中街65巷1～30號,88,住88,,,10209,土地1建物1,見其他登記事項,2,透天厝,住家用,鋼筋混凝土造,7510,5房,2廳,2衛,有隔間,無管理組織,16000,396,,0,0,無
北區,建物,光華南街61～90號,0,,,,10209,建物1,見其他登記事項,7,套房,住家用,鋼筋混凝土造,8202,3房,,3衛,有隔間,無管理組織,19500,1111,,0,0,無
東區,地+建+車,光復路一段361～390號,17.02,住17.02,,,10209,土地1建物1車位1,九層,14,其他,見其他登記事項,鋼筋混凝土造,9005,4房,2廳,2衛,有隔間,無管理組織,18750,449,坡道平面,34.19,0,無
東區,建物,東區長春街154巷31～60號,0,,,,10209,建物1,五層,5,華廈,住家用,鋼筋混凝土造,,2房,2廳,2衛,有隔間,無管理組織,8000,510,,0,0,無
東區,建物,建功ㄧ路51巷1～30號,0,,,,10209,建物1,一層,5,公寓,國民住宅,鋼筋混凝土造,7305,3房,2廳,2衛,有隔間,無管理組織,13000,566,,0,0,無
東區,建物,中華路二段31～60號,0,,,,10209,建物1,二層,5,店面,住商用,鋼筋混凝土造,,,,,無隔間,無管理組織,70000,765,,0,0,無
北區,建物,境福街61～90號,0,,,,10209,建物1,四層,7,華廈,見其他登記事項,鋼筋混凝土造,9606,1房,,1衛,有隔間,有管理組織,10000,878,,0,0,無
東區,建物,金城一路61～90號,0,,,,10209,建物1車位1,十一層,14,住宅大樓,見其他登記事項，共同使用部份,見其他登記事項,10007,4房,2廳,2衛,有隔間,有管理組織,20000,309,坡道平面,0,0,無
東區,建物,中央路245巷31～60號,0,,,,10209,建物1,四層,11,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10102,1房,1廳,1衛,有隔間,有管理組織,24000,1206,,0,0,無
東區,建物,建中一路31～60號,0,,,,10209,建物1,十七層,19,住宅大樓,住家用,鋼筋混凝土造,8312,2房,2廳,1衛,有隔間,有管理組織,12000,419,,0,0,無
東區,建物,慈祥路61～90號,0,,,,10209,建物1車位1,七層,12,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10003,2房,2廳,1衛,有隔間,有管理組織,15000,493,坡道平面,0,0,續租。
東區,建物,金山東二街1～30號,0,,,,10209,建物1,見其他登記事項,4,透天厝,見其他登記事項,鋼筋混凝土造,8710,7房,2廳,4衛,有隔間,無管理組織,38637,656,,0,0,無
北區,建物,尚濱路61～90號,0,,,,10209,建物1車位1,九層,13,華廈,見其他登記事項,鋼筋混凝土造,9612,2房,2廳,1衛,有隔間,有管理組織,13000,509,坡道平面,0,0,無
北區,建物,西大路582巷15弄1～30號,0,,,,10208,建物1,三層,6,套房,住家用,鋼筋混凝土造,8511,1房,1廳,1衛,有隔間,有管理組織,7500,853,,0,0,無
東區,建物,東山街16巷1～30號,0,,,,10208,建物1,四層,5,公寓,住家用,鋼筋混凝土造,6811,3房,2廳,1衛,有隔間,無管理組織,12000,536,,0,0,無
北區,建物,西大路582巷15弄1～30號,0,,,,10208,建物1,二層,6,套房,住家用,鋼筋混凝土造,8511,1房,1廳,1衛,有隔間,有管理組織,8500,1205,,0,0,無
北區,建物,海濱路1～30號,0,,,,10208,建物1,見其他登記事項,2,透天厝,住家用,加強磚造,7206,2房,2廳,2衛,有隔間,無管理組織,14000,412,,0,0,無
北區,建物,北新街121～150號,0,,,,10208,建物1,四層,10,華廈,,鋼筋混凝土造,9803,2房,2廳,1衛,有隔間,有管理組織,20000,2005,,0,0,無
北區,建物,中山路640巷1～30號,0,,,,10208,建物1,四層,5,公寓,見使用執照,鋼筋混凝土造,7801,2房,2廳,2衛,有隔間,無管理組織,9000,324,,0,0,無
東區,建物,南外街61～90號,0,,,,10208,建物1,四層,7,華廈,住家用,鋼筋混凝土造,,3房,2廳,2衛,有隔間,無管理組織,11000,469,,0,0,無
東區,建物,明湖路751～780號,0,,,,10208,建物1,地下四層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,8500,907,,0,0,無
北區,建物,水田街206巷31～60號,0,,,,10209,建物1,見其他登記事項,5,透天厝,住家用,鋼筋混凝土造,7806,6房,2廳,3衛,有隔間,無管理組織,21000,336,,0,0,無
東區,建物,中央路245巷31～60號,0,,,,10209,建物1,六層,11,套房,見其他登記事項,鋼筋混凝土造,10102,1房,1廳,1衛,有隔間,有管理組織,21591,1591,,0,0,無
北區,建物,北新街121～150號,0,,,,10209,建物1,八層,10,華廈,,鋼筋混凝土造,9803,2房,2廳,1衛,有隔間,有管理組織,18000,1828,,0,0,無
東區,建物,明湖路1050巷271～300號,0,,山坡地保育區,,10209,建物1,二層,9,華廈,住家用,鋼筋混凝土造,8607,2房,2廳,1衛,有隔間,無管理組織,6000,311,,0,0,無
東區,建物,光復路一段683巷31～60號,0,,,,10209,建物1,一層,5,公寓,住家用,鋼筋混凝土造,9205,2房,2廳,1衛,有隔間,無管理組織,13000,777,,0,0,無
北區,建物,東大路四段271～300號,0,,,,10209,建物1,三層,13,套房,見其他登記事項,鋼筋混凝土造,9906,1房,1廳,1衛,有隔間,有管理組織,11000,729,,0,0,無
北區,建物,西大路582巷15弄1～30號,0,,,,10209,建物1,五層,6,套房,住家用,鋼筋混凝土造,8511,1房,1廳,1衛,有隔間,有管理組織,6500,921,,0,0,無
東區,建物,明湖路751～780號,0,,,,10209,建物1,地下四層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,10000,1067,,0,0,無
東區,建物,明湖路721～750號,0,,,,10208,建物1車位1,地下三層,4,套房,見其他登記事項,鋼筋混凝土造,9402,1房,1廳,1衛,有隔間,有管理組織,12000,1280,坡道平面,0,0,無
東區,建物,建新路31～60號,0,,,,10208,建物1,四層,15,住宅大樓,國民住宅,鋼筋混凝土造,8611,3房,2廳,2衛,有隔間,有管理組織,18000,619,,0,0,無
北區,建物,英明街1～30號,0,,,,10208,建物1,三層,8,華廈,,鋼筋混凝土造,9511,3房,2廳,2衛,有隔間,有管理組織,28000,1689,,0,0,無
香山區,建物,元培街1～30號,0,,,,10209,建物1,七層,8,華廈,住家用,鋼筋混凝土造,8311,3房,2廳,2衛,有隔間,無管理組織,15000,551,,0,0,無
東區,土地,東山段二小段211～240地號,148,住148,,,10209,土地1,NULL,,,,,,,,,有隔間,無管理組織,30000,670,,0,0,此土地上有一筆未登記之建物。
北區,建物,凌雲街61～90號,0,,,,10209,建物1車位1,十三層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,3房,2廳,2衛,有隔間,有管理組織,16000,284,坡道平面,0,0,無
東區,建物,關新路19巷31～60號,0,,,,10210,建物1車位1,十層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9710,3房,2廳,2衛,有隔間,有管理組織,21000,551,坡道平面,0,0,無
北區,建物,湳雅街126巷22弄1～30號,0,,,,10209,建物1,三層,5,公寓,住家用,鋼筋混凝土造,,3房,2廳,2衛,有隔間,無管理組織,12000,496,,0,0,無
東區,建物,建功ㄧ路53巷1～30號,0,,,,10209,建物1,二層,5,公寓,國民住宅,鋼筋混凝土造,7305,3房,2廳,2衛,有隔間,無管理組織,14000,583,,0,0,無
北區,建物,境福街176巷1～30號,0,,鄉村區,,10209,建物1,五層,5,華廈,住家用,鋼筋混凝土造,8311,3房,2廳,2衛,有隔間,無管理組織,10000,530,,0,0,無
東區,建物,南大路567巷31～60號,0,,,,10209,建物1,五層,5,公寓,住家用，共同使用部份,鋼筋混凝土造,8207,3房,2廳,2衛,有隔間,無管理組織,14000,464,,0,0,無
東區,車位,光復路二段2巷31～60號,0,,,,10209,車位30,NULL,10,,見其他登記事項,鋼筋混凝土造,8804,,,,有隔間,有管理組織,90000,0,坡道平面,0,90000,車位之租金總額含稅
東區,建物,大學路81巷2弄1～30號,0,,,,10209,建物1,二層,5,華廈,見使用執照,鋼筋混凝土造,8012,3房,2廳,2衛,有隔間,無管理組織,12000,623,,0,0,無
東區,建物,自由路61～90號,0,,,,10210,建物1,十一層,13,住宅大樓,住家用，見其他登記事項,鋼筋混凝土造,9201,1房,,1衛,有隔間,有管理組織,13000,539,,0,0,無
東區,建物,民生路271～300號,0,,,,10209,建物1,七層,12,住宅大樓,住家用,鋼筋混凝土造,8301,2房,2廳,2衛,有隔間,有管理組織,10000,549,,0,0,無
東區,建物,自由路16巷19弄1～30號,0,,,,10209,建物1,五層,5,公寓,住家用,鋼筋混凝土造,7710,4房,2廳,2衛,有隔間,無管理組織,11000,347,,0,0,無
東區,建物,明湖路650巷31～60號,0,,鄉村區,,10209,建物1,三層,5,公寓,住家用,鋼筋混凝土造,8401,3房,2廳,1衛,有隔間,無管理組織,11000,547,,0,0,無
東區,建物,中華路三段1～30號,0,,,,10209,建物1,十二層,16,辦公商業大樓,,鋼筋混凝土造,8007,,,,無隔間,有管理組織,22400,398,,0,0,無
東區,地+建+車,東區大學路61～90號,22.1,住22.1,,,10210,土地1建物1車位1,十二層,21,住宅大樓,住家用,鋼筋混凝土造,8511,4房,2廳,2衛,有隔間,有管理組織,23000,383,坡道平面,8.79,0,無
東區,土地,東山段一小段1～30地號,145,住145,,,10210,土地3,NULL,,,,,,,,,有隔間,無管理組織,22000,502,,0,0,含增建或未登記建物。
東區,建物,龍山東路181～210號,0,,,,10210,建物1,二層,14,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10110,,,,無隔間,有管理組織,63000,852,,0,0,租任層次：1-2樓
北區,建物,石坊街1～30號,0,,,,10210,建物1,十一層,11,住宅大樓,共同使用部份,鋼筋混凝土造,10107,3房,2廳,2衛,有隔間,有管理組織,18500,888,,0,0,無
北區,建物,仁德街31～60號,0,,,,10209,建物1,五層,11,套房,見其他登記事項,鋼筋混凝土造,9612,1房,,1衛,有隔間,有管理組織,9000,1260,,0,0,無
東區,建物,南大路575巷5弄1～30號,0,,,,10210,建物1,四層,5,華廈,住家用,鋼筋混凝土造,,3房,2廳,2衛,有隔間,無管理組織,11000,425,,0,0,無
北區,建物,湳雅街241～270號,0,,,,10210,建物1,七層,7,華廈,住家用,鋼筋混凝土造,8210,3房,2廳,2衛,有隔間,無管理組織,11000,400,,0,0,無
北區,建物,成功路83巷10弄1～30號,0,,,,10210,建物1,四層,4,公寓,住家用,鋼筋混凝土造,,4房,2廳,3衛,有隔間,無管理組織,10000,382,,0,0,無
東區,建物,建功ㄧ路121～150號,0,,,,10210,建物1,四層,12,住宅大樓,國民住宅,鋼筋混凝土造,8704,3房,2廳,2衛,有隔間,有管理組織,15000,513,,0,0,無
東區,建物,民生路211～240號,0,,,,10210,建物1車位1,十層,14,住宅大樓,住家用,鋼筋混凝土造,8401,3房,2廳,2衛,有隔間,無管理組織,16000,600,坡道機械,0,0,無
東區,建物,竹蓮街8巷1～30號,0,,,,10210,建物1,五層,5,公寓,住家用,鋼筋混凝土造,7311,4房,2廳,2衛,有隔間,無管理組織,10000,368,,0,0,無
東區,建物,北大路1～30號,0,,,,10209,建物1,十三層,13,住宅大樓,見其他登記事項,鋼骨鋼筋混凝土造,9607,3房,2廳,2衛,有隔間,有管理組織,35000,938,,0,0,含管理費。
北區,建物,經國路二段511～540號,0,,,,10210,建物1車位1,二層,13,住宅大樓,見其他登記事項,鋼筋混凝土造,9512,3房,2廳,2衛,有隔間,有管理組織,21000,552,坡道平面,0,0,無
北區,建物,中正路485巷1～30號,0,,,,10210,建物1車位1,五層,7,華廈,住家用，共同使用部份,鋼筋混凝土造,8410,3房,2廳,2衛,有隔間,有管理組織,16500,328,升降機械,0,0,無
東區,建物,八德路151～180號,0,,,,10210,建物1車位1,十一層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9711,3房,2廳,2衛,有隔間,有管理組織,42000,748,一樓,0,0,租金包含網路、第四台、管理費 、租賃稅、二代健保費
東區,建物,關新東路331～360號,0,,,,10210,建物1,一層,14,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,9912,,,,無隔間,無管理組織,48000,1557,,0,0,租金包含稅金10%、二代健保2%
東區,建物,民族路178巷1～30號,0,,,,10210,建物1車位1,七層,9,華廈,見其他登記事項,鋼筋混凝土造,9610,2房,2廳,2衛,有隔間,有管理組織,21000,831,坡道平面,0,0,無
東區,建物,中華路三段1～30號,0,,,,10210,建物1,十二層,16,辦公商業大樓,,鋼筋混凝土造,8007,,,,無隔間,有管理組織,27000,569,,0,0,無
東區,建物,大學路91～120號,0,,,,10210,建物1車位1,十三層,20,住宅大樓,住家用，共同使用部份,鋼筋混凝土造,8511,2房,2廳,1衛,有隔間,有管理組織,17000,447,坡道平面,0,0,租金含管理費
東區,建物,東美路61～90號,0,,,,10210,建物2,八層,11,廠辦,見其他登記事項,鋼筋混凝土造,9708,,,,無隔間,有管理組織,160000,1132,,0,0,無
東區,建物,中正路151～180號,0,,,,10210,建物1,十一層,12,住宅大樓,住家用,鋼筋混凝土造,8603,3房,2廳,2衛,有隔間,有管理組織,13000,454,,0,0,無
東區,建物,八德路181～210號,34.71,商34.71,,,10209,建物1,十一層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,9711,4房,2廳,2衛,有隔間,有管理組織,49500,837,,0,0,無
北區,建物,武陵路1～30號,11.69,住11.69,,,10210,建物1,六層,26,住宅大樓,見其他登記事項,鋼筋混凝土造,9708,3房,2廳,2衛,有隔間,有管理組織,35000,707,,0,0,無
東區,地+建,忠孝路31～60號,0,,,,10209,土地1建物1,十四層,14,辦公商業大樓,見其他登記事項,鋼筋混凝土造,10106,4房,2廳,2衛,有隔間,有管理組織,20000,403,,0,0,無
東區,地+建+車,新莊街220巷1～30號,16.31,住16.31,,,10209,土地1建物1車位1,二層,7,華廈,住家用,鋼筋混凝土造,8110,3房,2廳,2衛,有隔間,無管理組織,16000,617,坡道平面,0,0,無
東區,建物,光復路一段89巷151～180號,0,,,,10210,建物1,見使用執照,4,公寓,見其他登記事項,鋼筋混凝土造,8903,3房,2廳,2衛,有隔間,無管理組織,25000,735,,0,0,1+2樓
東區,建物,關新東路241～270號,0,,,,10210,建物1,一層,26,辦公商業大樓,見其他登記事項,鋼筋混凝土造,10207,,,,無隔間,有管理組織,110000,1342,,0,0,無
東區,建物,光復路二段511～540號,0,,,,10210,建物1,六層,12,住宅大樓,住家用,鋼筋混凝土造,8310,4房,1廳,2衛,有隔間,無管理組織,22000,760,,0,0,無
東區,建物,光復路二段511～540號,0,,,,10210,建物1,十層,12,住宅大樓,住家用,鋼筋混凝土造,8310,3房,2廳,2衛,有隔間,無管理組織,22000,760,,0,0,無
東區,建物,西大路102巷1～30號,0,,,,10210,建物1,三層,8,華廈,住家用,鋼筋混凝土造,8211,3房,2廳,2衛,有隔間,無管理組織,11000,393,,0,0,無
東區,建物,南大路451～480號,0,,,,10210,建物1,一層,5,店面,商業用,鋼筋混凝土造,7705,,,,無隔間,無管理組織,35000,1616,,0,0,無
東區,地+建,光復路一段421～450號,68,住68,,,10211,土地1建物1,見其他登記事項,3,透天厝,見使用執照,鋼筋混凝土造,7404,,,,無隔間,無管理組織,85000,1390,,0,0,無
東區,建物,光復路二段931～960號,0,,,,10211,建物1,見其他登記事項,3,透天厝,住家用,加強磚造,,,,,無隔間,無管理組織,53500,459,,0,0,無
東區,建物,高翠路327巷4弄1～30號,0,,,,10211,建物1,見其他登記事項,3,透天厝,見其他登記事項,鋼筋混凝土造,8807,4房,2廳,5衛,有隔間,無管理組織,30000,478,,0,0,無
東區,建物,鐵道路一段28巷1～30號,0,,,,10211,建物1,八層,14,住宅大樓,見其他登記事項,鋼筋混凝土造,10007,4房,2廳,2衛,有隔間,有管理組織,31000,717,,0,0,無
東區,建物,關新路1～30號,0,,,,10211,建物1車位2,十二層,18,辦公商業大樓,見其他登記事項,鋼筋混凝土造,9709,,,,無隔間,有管理組織,70497,797,坡道平面,0,0,續約
東區,建物,關新路1～30號,0,,,,10211,建物1車位2,十二層,18,辦公商業大樓,見其他登記事項,鋼筋混凝土造,9709,,,,無隔間,有管理組織,61685,798,坡道平面,0,0,續約
東區,建物,關新路1～30號,0,,,,10211,建物1車位2,十二層,18,辦公商業大樓,見其他登記事項,鋼筋混凝土造,9709,,,,無隔間,有管理組織,64088,797,坡道平面,0,0,續約
